Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Turnover,TenureDays
2642,Jaylen,Donaldson,2019-10-19,2021-12-03,Production Technician II,David Hicks,jaylen.donaldson@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Involuntary,Determine building society soldier.,Production       ,General - Con,14-02-1999,MA,Clerk,Female,92533,White,Married,Fully Meets,4,3069,14-05-2023,1,2,3,10-May-23,Technical Skills,External,Incomplete,North Ashley,Jason Smith,1,767.33,1,776
2643,Malakai,Shelton,2019-12-25,2021-07-24,Production Technician II,Geoffrey Curtis,malakai.shelton@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Involuntary,Television new fire board need list admit.,Production       ,Wireline Construction,05-05-1972,MA,Laborer,Female,7528,White,Divorced,Fully Meets,1,3070,15-04-2023,1,5,4,05-Dec-22,Communication Skills,External,Failed,West Steve,Robert Kennedy,5,848.76,1,577
2644,Erick,Wood,2022-11-04,2022-11-26,Production Technician II,Holly Miller,erick.wood@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Former think again effort.,Production       ,General - Con,26-01-1956,MA,Lineman,Female,34566,Black,Married,Fully Meets,2,3071,19-09-2022,1,4,2,30-May-23,Project Management,External,Incomplete,New John,Brenda Smith,4,647.01,1,22
2645,Daniel,Frye,2023-04-26,2023-05-30,Production Technician II,Ronald Shepherd DDS,daniel.frye@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Future piece pull art.,Production       ,Wireless,15-02-1986,MA,Foreman,Female,48363,Asian,Divorced,Fully Meets,1,3072,01-11-2022,2,4,1,19-Jan-23,Project Management,Internal,Failed,New Cody,Hannah Le,1,230.6,1,34
2646,Jayvon,Simpson,2022-10-26,2023-05-16,Production Technician II,Jeremy Ray,jayvon.simpson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Guy beat specific act as ability speak.,Production       ,General - Con,26-04-1987,MA,Laborer,Female,27147,Black,Single,Fully Meets,4,3073,03-01-2023,2,3,5,28-Jan-23,Customer Service,Internal,Completed,Clarkechester,Loretta Greene,1,681.4,1,202
2647,Bryant,Singleton,2020-07-14,2022-06-27,Production Technician II,Barbara Clark,bryant.singleton@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Full-Time,Resignation,Free town various cup. Animal may team hit.,Production       ,Splicing,04-10-1963,MA,Splicer,Female,79280,Hispanic,Single,Fully Meets,1,3074,23-10-2022,1,3,2,03-Jul-23,Leadership Development,Internal,Passed,Trujilloville,Jason Brewer,1,356.98,1,713
2648,Adam,Meza,2023-03-12,,Production Technician II,Joshua Peters,adam.meza@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Fielders,09-01-1969,MA,Engineer,Female,18316,Other,Single,Fully Meets,5,3075,20-07-2023,5,3,1,20-Feb-23,Leadership Development,External,Completed,Lake Ryan,Shelby Johnson,4,602.12,0,147
2649,Omari,Keller,2023-04-26,,Production Technician II,Daniel Smith,omari.keller@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,26-05-1998,MA,Foreman,Male,3738,White,Married,Fully Meets,5,3076,08-10-2022,2,1,5,14-Nov-22,Communication Skills,External,Passed,East John,Kathleen Anderson,5,547.83,0,102
2650,Asher,Miles,2022-09-17,2023-06-12,Production Technician I,Audrey Hamilton,asher.miles@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Involuntary,Describe hospital executive top sing.,Production       ,General - Con,16-08-1958,MA,Clerk,Male,16185,Hispanic,Married,Fully Meets,1,3077,05-07-2023,2,1,2,31-Oct-22,Project Management,External,Failed,Darrenland,James Peck,3,726.88,1,268
2651,Makaila,Baxter,2021-01-08,2023-04-01,Production Technician I,Aaron Andrews,makaila.baxter@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Particularly trouble sister.,Production       ,General - Con,14-04-1960,MA,Foreman,Male,10871,Black,Widowed,Fully Meets,1,3078,28-01-2023,1,1,5,05-Mar-23,Leadership Development,Internal,Completed,East Mikayla,Denise Adams,1,548.95,1,813
2652,Tommy,Carter,2020-12-18,2022-09-16,Production Technician I,David Moore,tommy.carter@bilearner.com,EW,Leave of Absence,Part-Time,Zone B,Part-Time,Retirement,Nice hundred government.,Production       ,Aerial,09-07-1973,MA,Engineer,Female,54361,Black,Single,Fully Meets,4,3079,12-11-2022,3,5,3,28-Jun-23,Communication Skills,External,Completed,Lake Anna,Kevin Martinez,4,519.81,1,637
2653,Zavier,Reese,2020-09-12,2022-11-22,Production Technician I,Brittany Ray,zavier.reese@bilearner.com,MSC,Leave of Absence,Contract,Zone B,Part-Time,Voluntary,Design laugh top music policy.,Production       ,General - Con,19-06-1999,MA,Lineman,Female,82524,Hispanic,Widowed,Fully Meets,2,3080,05-02-2023,3,3,5,25-Mar-23,Technical Skills,Internal,Incomplete,Mayofort,Edward Gibson,5,121.62,1,801
2654,Colt,Kemp,2020-10-20,,Production Technician I,Jonathan Jones,colt.kemp@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Finance & Accounting,17-03-1980,MA,Controller,Male,18410,White,Widowed,Fully Meets,2,3081,20-04-2023,3,3,1,28-Aug-22,Customer Service,Internal,Completed,Garrettbury,Tim Hicks Jr.,2,316.38,0,1020
2655,Marco,Robles,2022-11-18,,Production Technician I,Brian Jennings,marco.robles@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,04-10-1988,MA,Manager,Female,53176,Other,Single,Fully Meets,1,3082,30-07-2023,4,3,4,15-May-23,Project Management,External,Incomplete,Schmidttown,Melissa Peters,4,696.51,0,261
2656,Nick,Palmer,2023-01-14,,Production Technician I,Sandra Reed,nick.palmer@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Aerial,24-05-1967,MA,Laborer,Male,55790,Asian,Widowed,Fully Meets,2,3083,24-02-2023,4,4,3,08-May-23,Technical Skills,External,Completed,Frankborough,William Smith,2,413.66,0,204
2657,Mekhi,Hopkins,2020-10-27,2022-06-08,Production Technician I,Erica Davis,mekhi.hopkins@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,Stage mission never one happen somebody single.,Production       ,General - Con,29-06-1996,MA,Clerk,Male,64716,Black,Widowed,Fully Meets,4,3084,06-12-2022,5,3,3,14-Mar-23,Customer Service,External,Completed,Port Timothyport,Brandon Wilson,5,109.14,1,589
2658,Eileen,Oneal,2020-08-29,,Production Technician I,Sara Mckay,eileen.oneal@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,04-03-1963,MA,Operator,Female,21299,Asian,Single,Fully Meets,2,3085,10-12-2022,4,3,5,23-Feb-23,Technical Skills,External,Failed,Mariaview,Sheila Gutierrez,2,855.84,0,1072
2659,Alani,Cooley,2019-12-23,2023-08-05,Production Technician I,Julie Donovan,alani.cooley@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Retirement,Huge degree pull hit.,Production       ,Aerial,29-03-1987,MA,Foreman,Female,51176,Asian,Divorced,Fully Meets,1,3086,13-07-2023,4,2,2,27-Jun-23,Communication Skills,Internal,Incomplete,West Joshua,Hannah Ortiz,2,288.09,1,1321
2660,Corinne,Campos,2023-07-03,,Production Technician I,Duane Kelly,corinne.campos@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,08-02-1948,MA,Coordinator,Female,51274,Black,Married,Fully Meets,4,3087,23-08-2022,4,3,4,08-Jul-23,Communication Skills,Internal,Passed,Leachfurt,Lori Cox,2,776.34,0,34
2661,Heaven,Nelson,2022-09-26,,Production Technician I,Amy Boyd,heaven.nelson@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,20-03-1944,MA,Technician,Female,52777,Other,Married,Fully Meets,5,3088,05-11-2022,5,3,5,25-May-23,Customer Service,External,Incomplete,Joshuafurt,Scott Rowe,3,732.88,0,314
2662,Baylee,Castaneda,2020-05-09,2023-07-25,Production Technician I,Laura Mayo,baylee.castaneda@bilearner.com,EW,Active,Contract,Zone A,Temporary,Voluntary,Suffer very particular rather.,Production       ,Field Operations,16-05-1963,MA,Laborer,Female,51728,Black,Single,Fully Meets,4,3089,08-06-2023,5,3,5,02-Jan-23,Leadership Development,Internal,Failed,Kathrynview,Christopher Adams,4,788.1,1,1172
2663,Morgan,Roth,2023-03-08,,Production Technician I,Brittany Rios,morgan.roth@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-02-1957,MA,Foreman,Male,54485,Black,Married,Fully Meets,5,3090,15-01-2023,3,2,4,24-Nov-22,Technical Skills,Internal,Incomplete,Port Davidview,Lucas Larson,4,284.29,0,151
2664,Kali,Hensley,2019-02-27,2020-08-31,Production Technician I,Charles Cruz,kali.hensley@bilearner.com,TNS,Terminated for Cause,Contract,Zone B,Part-Time,Involuntary,Describe current question quite coach.,Production       ,Billable Consultants,06-03-1958,MA,Technician,Male,6649,White,Single,Fully Meets,5,3091,10-02-2023,2,2,4,10-Nov-22,Project Management,External,Completed,Vazquezbury,Cody Wheeler,5,872.29,1,551
2665,Beckett,Sandoval,2020-01-12,2023-07-12,Production Technician II,Carolyn Stewart,beckett.sandoval@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Voluntary,Recently agreement subject individual increase.,Production       ,Field Operations,10-12-1979,MA,Lineman,Female,48374,Other,Married,Fully Meets,2,3092,15-04-2023,4,4,1,07-Oct-22,Leadership Development,Internal,Passed,South Keithside,Matthew Davis,1,372.99,1,1277
2666,Isabell,Meadows,2019-06-29,2021-01-10,Production Technician II,Daniel Hinton,isabell.meadows@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Voluntary,Majority wide enjoy how.,Production       ,Splicing,21-09-1976,MA,Labor,Female,31227,Asian,Divorced,Fully Meets,2,3093,31-12-2022,3,4,5,25-Apr-23,Communication Skills,Internal,Passed,Lawrenceborough,Christopher Stephens,5,229.87,1,561
2667,Jordin,Alexander,2021-07-15,2021-09-29,Production Technician II,Joshua Foster,jordin.alexander@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Improve himself side.,Production       ,Engineers,18-10-1963,MA,Engineer,Female,84169,Other,Widowed,Fully Meets,1,3094,26-04-2023,2,3,1,01-Mar-23,Project Management,Internal,Failed,Melindahaven,Colleen Barrett,2,544.31,1,76
2668,Frederick,Carney,2022-08-19,,Production Technician II,Summer Dickerson,frederick.carney@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,11-03-1943,MA,Administrative,Female,69905,Other,Divorced,Fully Meets,4,3095,21-07-2023,5,2,3,26-Aug-22,Communication Skills,Internal,Failed,North Andrewshire,Ryan Fitzgerald,4,461.79,0,352
2669,Baron,Lindsey,2019-09-23,2023-04-09,Production Technician II,Mr. Joseph Ashley,baron.lindsey@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Industry notice cup early.,Production       ,Engineers,07-09-1974,MA,Technician,Female,59014,Hispanic,Single,Fully Meets,5,3096,05-05-2023,1,3,2,29-Apr-23,Technical Skills,Internal,Failed,Andreastad,Steven Gardner,1,108.99,1,1294
2670,Rigoberto,Gentry,2020-10-11,2021-01-06,Production Technician II,Bethany Gaines,rigoberto.gentry@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,More best if page.,Production       ,Project Management - Con,11-06-1961,MA,Administrator,Female,97514,White,Married,Fully Meets,4,3097,08-09-2022,5,3,4,30-Dec-22,Project Management,Internal,Incomplete,Matthewchester,Lynn Green,5,166.08,1,87
2671,Rayne,Chambers,2021-08-18,,Production Technician II,Melvin Dean,rayne.chambers@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,09-06-1944,MA,Technician,Male,20436,Black,Widowed,Fully Meets,4,3098,23-05-2023,3,5,4,04-Oct-22,Leadership Development,External,Passed,Diazmouth,Frank Jackson,1,801.69,0,718
2672,Laila,Simmons,2022-12-17,,Production Technician I,Zachary Smith,laila.simmons@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Fielders,02-09-1965,MA,Engineer,Male,44977,Black,Divorced,Exceeds,4,3099,07-09-2022,5,4,4,31-May-23,Technical Skills,Internal,Passed,Nicoleshire,Lori Brown,4,355.34,0,232
2673,Carsen,Schmidt,2020-10-25,2021-12-28,Production Technician I,Kevin Davis,carsen.schmidt@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Retirement,Production senior put.,Production       ,General - Con,08-06-1950,MA,Laborer,Female,58513,White,Single,Fully Meets,5,3100,25-04-2023,1,5,2,16-Jul-23,Technical Skills,External,Incomplete,Jamesberg,Crystal Barnett,4,136.94,1,429
2674,Bethany,Mckay,2023-01-23,,Production Technician I,Erica Harper,bethany.mckay@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,09-03-1961,MA,Technician,Female,79029,Asian,Single,Fully Meets,2,3101,08-06-2023,5,4,1,21-May-23,Technical Skills,Internal,Completed,Jasonshire,Kristi Hernandez,4,849.63,0,195
2675,Eden,Robles,2019-03-15,2022-08-03,Production Technician I,Stephanie Frost,eden.robles@bilearner.com,MSC,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Size shake far example.,Production       ,Field Operations,10-10-1992,MA,Laborer,Male,11092,Black,Widowed,Exceeds,2,3102,01-01-2023,1,2,3,09-Apr-23,Customer Service,Internal,Incomplete,West Michelle,Rose Smith,5,524.34,1,1237
2676,Abel,Snow,2023-07-06,2023-07-23,Production Technician I,Bryan Ortega DVM,abel.snow@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Involuntary,Rather make power.,Production       ,Field Operations,16-01-1960,MA,Supervisor,Male,87665,Asian,Single,Fully Meets,4,3103,26-01-2023,2,5,2,25-Feb-23,Technical Skills,External,Failed,North Frances,Rachel Bishop,1,141.25,1,17
2677,Ashton,Winters,2022-05-29,,Production Technician I,Matthew Smith,ashton.winters@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,14-01-1944,MA,Technician,Female,71716,Black,Married,Fully Meets,2,3104,11-10-2022,5,2,3,02-Aug-23,Project Management,Internal,Incomplete,Melissaborough,Rhonda Sanchez,3,852.79,0,434
2678,Josie,Melton,2020-06-07,2022-07-09,Production Technician I,Scott Stone,josie.melton@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Figure kind agent send even west.,Production       ,Fielders,12-05-1943,MA,Engineer,Male,86764,Black,Married,Fully Meets,1,3105,31-10-2022,2,1,2,30-Aug-22,Technical Skills,External,Failed,Hillville,Tammy Thomas,3,805.93,1,762
2679,Bruno,Jimenez,2020-03-21,,Production Technician I,Frances Martinez,bruno.jimenez@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-03-2000,MA,Warehouse Manager,Male,33599,Hispanic,Divorced,Fully Meets,4,3106,29-04-2023,5,1,2,06-May-23,Communication Skills,External,Incomplete,Courtneyview,Jacob Reese,3,957.31,0,1233
2680,Elijah,Barr,2021-06-21,2022-11-11,Production Technician I,Heather Adams,elijah.barr@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Voluntary,Figure enjoy sell work discuss former.,Production       ,Wireline Construction,26-12-1971,MA,Operator,Female,5797,Black,Widowed,Fully Meets,4,3107,10-12-2022,2,1,4,16-May-23,Leadership Development,Internal,Failed,Port Victoria,Sharon Walker,1,855.26,1,508
2681,Oswaldo,Hanson,2021-10-22,2022-05-12,Production Technician I,Julie Hernandez,oswaldo.hanson@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Retirement,Perform leader research again term.,Production       ,General - Con,05-07-1945,MA,Laborer,Female,91007,Hispanic,Married,Fully Meets,2,3108,15-07-2023,1,4,1,07-Jul-23,Customer Service,External,Completed,Markfort,Sheri Reed,1,755.13,1,202
2682,Samara,Roberson,2018-10-20,,Production Technician I,Timothy Myers,samara.roberson@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Fielders,25-04-1999,MA,Engineer,Female,93749,White,Married,PIP,2,3109,06-10-2022,1,2,1,12-Jun-23,Customer Service,External,Failed,South David,Drew Delacruz,1,260.84,0,1751
2683,Luis,Frazier,2022-03-16,,Production Technician I,Anna Walters,luis.frazier@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,11-02-1956,MA,Apprentice,Female,51909,Hispanic,Single,Fully Meets,2,3110,30-12-2022,1,2,1,29-Oct-22,Technical Skills,External,Completed,East Richardview,Matthew Fitzpatrick,3,299.97,0,508
2684,Jaquan,Hancock,2018-12-13,,Production Technician I,Ebony Adkins,jaquan.hancock@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,07-05-1958,MA,Technician,Female,71638,Other,Divorced,Fully Meets,1,3111,27-07-2023,2,5,2,06-Jun-23,Leadership Development,Internal,Incomplete,West Jillmouth,Melanie Fernandez,1,374.9,0,1697
2685,Emanuel,George,2021-10-08,2022-08-11,Production Technician I,Molly Guerrero,emanuel.george@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Involuntary,Past agreement focus back.,Production       ,Shop (Fleet),15-11-1946,MA,Mechanic,Male,85416,Asian,Single,Fully Meets,4,3112,20-02-2023,5,2,3,23-Sep-22,Technical Skills,Internal,Passed,Watsonchester,Bryan Gonzalez,5,168.79,1,307
2686,Giselle,Calderon,2019-02-03,2019-04-02,Production Technician II,Donna Duffy,giselle.calderon@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Stock indeed about brother campaign.,Production       ,Project Management - Con,02-07-1981,MA,Coordinator,Female,96092,White,Divorced,Fully Meets,4,3113,07-10-2022,5,2,5,19-Nov-22,Leadership Development,Internal,Passed,South Tim,Michael Shannon,5,236.27,1,58
2687,Cullen,French,2018-09-30,,Production Technician II,Corey Barry,cullen.french@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Isp,06-07-1957,MA,Technician,Female,46346,Asian,Divorced,Fully Meets,2,3114,24-08-2022,2,2,2,10-Jan-23,Technical Skills,Internal,Passed,North Christina,Eric Miranda,5,569.5,0,1771
2688,Braiden,Kirby,2021-07-12,2021-08-17,Production Technician II,Paul Brewer,braiden.kirby@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Voluntary,Decide statement future ball.,Production       ,Project Management - Con,01-01-1964,MA,Supervisor,Female,10137,Hispanic,Divorced,Fully Meets,4,3115,29-06-2023,1,3,5,02-Jul-23,Technical Skills,Internal,Incomplete,Eugenehaven,Dana Price,3,386.26,1,36
2689,Johnathan,Harmon,2021-03-04,,Production Technician II,Steven Brown,johnathan.harmon@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,24-10-1981,MA,Lineman,Female,97547,Hispanic,Married,Fully Meets,5,3116,18-03-2023,2,1,4,23-Aug-22,Project Management,External,Failed,South Paul,Jacqueline Thornton,4,323.12,0,885
2690,Camren,Bridges,2019-10-27,,Production Technician II,Kyle Anderson,camren.bridges@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Sga,14-12-1941,MA,Lineman,Female,48509,White,Married,Fully Meets,2,3117,30-08-2022,2,3,1,16-Apr-23,Communication Skills,External,Passed,Michaelville,James Haley,5,461.57,0,1379
2691,Jeramiah,Chandler,2019-01-28,2020-12-14,Production Technician II,Dr. Anna Hayes DVM,jeramiah.chandler@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Pay avoid seem unit might month run.,Production       ,Catv,14-12-1956,MA,Technician,Female,48848,Black,Divorced,Fully Meets,2,3118,25-10-2022,3,2,3,06-Nov-22,Technical Skills,External,Incomplete,Thomashaven,Michael Kane,2,543.74,1,686
2692,Dana,Stevenson,2021-01-10,,Production Technician I,Thomas Bautista,dana.stevenson@bilearner.com,NEL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,05-06-1993,MA,Laborer,Male,71016,Other,Single,Fully Meets,5,3119,23-12-2022,4,5,2,26-Feb-23,Leadership Development,External,Passed,Boylestad,Donna Flores,1,899.2,0,938
